url_name,English,Chinese
hydroid_prime_blueprint,Hydroid Prime Blueprint,Hydroid Prime 蓝图
hydroid_prime_chassis_blueprint,Hydroid Prime Chassis Blueprint,Hydroid Prime 机体 蓝图
hydroid_prime_neuroptics_blueprint,Hydroid Prime Neuroptics Blueprint,Hydroid Prime 头部神经光元 蓝图
hydroid_prime_set,Hydroid Prime Set,Hydroid Prime 一套
hydroid_prime_systems_blueprint,Hydroid Prime Systems Blueprint,Hydroid Prime 系统 蓝图
hyperion_thrusters,Hyperion Thrusters,超越推进
hyperstrike,Hyperstrike,超量打击
hypothermic_shell,Hypothermic Shell,低温外壳
hysterical_assault,Hysterical Assault,狂化突击
hysterical_fixation,Hysterical Fixation,狂化冲动
hystrix_prime_barrel,Hystrix Prime Barrel,豪猪 Prime 枪管
hystrix_prime_blueprint,Hystrix Prime Blueprint,豪猪 Prime 蓝图
hystrix_prime_receiver,Hystrix Prime Receiver,豪猪 Prime 枪机
hystrix_prime_set,Hystrix Prime Set,豪猪 Prime 一套
höllvania_central_mall_subway,Höllvania Central Mall Subway,霍瓦尼亚中央商场地铁
höllvanian_collapsed_underground_scene,Höllvanian Collapsed Underground Scene,霍瓦尼亚倒塌地下场景
höllvanian_courtyard_simulacrum,Höllvanian Courtyard Simulacrum,霍瓦尼亚庭院幻影装置
höllvanian_historic_quarter_in_spring,Höllvanian Historic Quarter In Spring Scene,春季霍瓦尼亚历史街区场景
höllvanian_intersection_in_winter,Höllvanian Intersection In Winter Scene,冬季霍瓦尼亚交叉路口场景
höllvanian_old_town_in_fall,Höllvanian Old Town In Fall Scene,秋季霍瓦尼亚旧城区场景
höllvanian_subway_junction_scene,Höllvanian Subway Junction Scene,霍瓦尼亚地铁站场景
höllvanian_tenements_in_summer,Höllvanian Tenements In Summer Scene,夏季霍瓦尼亚廉租公寓场景
höllvanian_terrace_in_summer,Höllvanian Terrace In Summer Scene,夏季霍瓦尼亚露台场景
iatric_mycelium,Iatric Mycelium,医疗菌丝
ice_spring,Ice Spring,冰冷跃动
ice_storm,Ice Storm,冰风暴
ice_wave_impedance,Ice Wave Impedance,滞痕冰浪
icy_avalanche,Icy Avalanche,冰冷雪崩
immolated_radiance,Immolated Radiance,献祭之辉
immunity_resistance,Immunity Resistance,免疫抵御
immuno_shield,Immuno Shield,免疫护盾
impaler_munitions,Impaler Munitions,穿刺弹药
impenetrable_offense,Impenetrable Offense,绝壁强攻
imperator_vandal_barrel,Imperator Vandal Barrel,凯旋将军·破坏者 枪管
imperator_vandal_blueprint,Imperator Vandal Blueprint,凯旋将军·破坏者 蓝图
imperator_vandal_receiver,Imperator Vandal Receiver,凯旋将军·破坏者 枪机
imperator_vandal_set,Imperator Vandal Set,凯旋将军·破坏者 一套
inaak,Inaak,载世龟
inaros_prime_blueprint,Inaros Prime Blueprint,Inaros Prime 蓝图
inaros_prime_chassis_blueprint,Inaros Prime Chassis Blueprint,Inaros Prime 机体 蓝图
inaros_prime_neuroptics_blueprint,Inaros Prime Neuroptics Blueprint,Inaros Prime 头部神经光元 蓝图
inaros_prime_set,Inaros Prime Set,Inaros Prime 一套
inaros_prime_systems_blueprint,Inaros Prime Systems Blueprint,Inaros Prime 系统 蓝图
inaros_tomb_scene,Inaros Tomb Scene,Inaros 古墓场景
incendiary_coat,Incendiary Coat,燃烧外壳
indomitable_matrix,Indomitable Matrix,不屈矩阵
inertia_dampeners,Inertia Dampeners,惯性减震
infected_clip,Infected Clip,污染弹匣
infectious_bite,Infectious Bite,感染咬噬
infectious_injection,Infectious Injection,传染性注射
infested_impedance,Infested Impedance,感染者阻抗
infested_ship_bridge_scene,Infested Ship Bridge Scene,感染舰桥场景
infested_ship_hologram_scene,Infested Ship Hologram Scene,感染船舰全息场景
infiltrate,Infiltrate,渗透
innodem_blueprint,Innodem Blueprint,清刚 蓝图
insatiable,Insatiable,不竭贪婪
instant_secure,Instant Secure,即刻安保
insulation,Insulation,隔热
intensify,Intensify,聚精会神
internal_bleeding,Internal Bleeding,内部出血
intrepid_stand,Intrepid Stand,无畏之战
intruder,Intruder,入侵者
intruder_stasis,Intruder Stasis,侵入停滞
investigator,Investigator,侦察
ion_burn,Ion Burn,离子燃烧
ion_infusion,Ion Infusion,离子注入
iron_phoenix,Iron Phoenix,钢铁凤凰
iron_shrapnel,Iron Shrapnel,碎铁弹片
ironclad_charge,Ironclad Charge,铁甲冲锋
ironclad_flight,Ironclad Flight,铁甲翱翔
ironclad_matrix,Ironclad Matrix,铁甲矩阵
irradiating_disarm,Irradiating Disarm,辐射缴械
itzal_harness_blueprint,Itzal Harness Blueprint,刺影 外甲 蓝图
itzal_set,Itzal Set,刺影 一套
itzal_systems_blueprint,Itzal Systems Blueprint,刺影 系统 蓝图
itzal_wings_blueprint,Itzal Wings Blueprint,刺影 机翼 蓝图
ivara_prime_blueprint,Ivara Prime Blueprint,Ivara Prime 蓝图
ivara_prime_chassis_blueprint,Ivara Prime Chassis Blueprint,Ivara Prime 机体 蓝图
ivara_prime_neuroptics_blueprint,Ivara Prime Neuroptics Blueprint,Ivara Prime 头部神经光元 蓝图
ivara_prime_set,Ivara Prime Set,Ivara Prime 一套
ivara_prime_systems_blueprint,Ivara Prime Systems Blueprint,Ivara Prime 系统 蓝图
jades_judgment,Jade's Judgment,翠玉审判
jagged_edge,Jagged Edge,锯刃
jahu,Jahu,Jahu
jahu_canticle,Jahu Canticle,Jahu 颂歌
jet_stream,Jet Stream,急流
jolt,Jolt,电流震击
jugulus_barbs,Jugulus Barbs,喉骨刃者 倒刺
jugulus_carapace,Jugulus Carapace,喉骨刃者 壳甲
jugulus_spines,Jugulus Spines,喉骨刃者 脊刺
juice,Juice,能量果汁
justice_blades,Justice Blades,正义刀锋
kappa_beacon,Kappa Beacon,Kappa 信标
karak_wraith_barrel,Karak Wraith Barrel,卡拉克·亡魂 枪管
karak_wraith_blueprint,Karak Wraith Blueprint,卡拉克·亡魂 蓝图
karak_wraith_receiver,Karak Wraith Receiver,卡拉克·亡魂 枪机
karak_wraith_set,Karak Wraith Set,卡拉克·亡魂 一套
karak_wraith_stock,Karak Wraith Stock,卡拉克·亡魂 枪托
karkina,Karkina,卡其那
karyst_prime_blade,Karyst Prime Blade,凯洛斯特 Prime 刀刃
karyst_prime_blueprint,Karyst Prime Blueprint,凯洛斯特 Prime 蓝图
karyst_prime_handle,Karyst Prime Handle,凯洛斯特 Prime 握柄
karyst_prime_set,Karyst Prime Set,凯洛斯特 Prime 一套
kaszas_blade,Kaszas Blade,死亡使徒 刀刃
kaszas_handle,Kaszas Handle,死亡使徒 握柄
kaszas_set,Kaszas Set,死亡使徒 一套
kavasa_prime_band,Kavasa Prime Band,喀婆萨 Prime 项圈带
kavasa_prime_buckle,Kavasa Prime Buckle,喀婆萨 Prime 项圈扣
kavasa_prime_kubrow_collar_blueprint,Kavasa Prime Kubrow Collar Blueprint,喀婆萨 Prime 库狛项圈 蓝图
kavasa_prime_kubrow_collar_set,Kavasa Prime Kubrow Collar Set,喀婆萨 Prime 库狛项圈 一套
kavats_grace,Kavat's Grace,库娃的优雅
keep_clean,Keep-Clean,持续清理
khora_prime_blueprint,Khora Prime Blueprint,Khora Prime 蓝图
khora_prime_chassis_blueprint,Khora Prime Chassis Blueprint,Khora Prime 机体 蓝图
khora_prime_neuroptics_blueprint,Khora Prime Neuroptics Blueprint,Khora Prime 头部神经光元 蓝图
khora_prime_set,Khora Prime Set,Khora Prime 一套
khora_prime_systems_blueprint,Khora Prime Systems Blueprint,Khora Prime 系统 蓝图
khra,Khra,Khra
khra_canticle,Khra Canticle,Khra 颂歌
khut_khut,Khut-Khut,库特-库特
kill_switch,Kill Switch,屠戮换弹
killing_blow,Killing Blow,一击必杀
kinetic_collision,Kinetic Collision,动能碰撞
kinetic_diversion,Kinetic Diversion,动力转移
kinetic_friction,Kinetic Friction,动能摩擦
kinetic_ricochet,Kinetic Ricochet,动力回弹
kitgun_riven_mod_(veiled),Kitgun Riven Mod (Veiled),组合枪裂罅 Mod （尚未揭开）
knell_prime_barrel,Knell Prime Barrel,丧钟 Prime 枪管
knell_prime_blueprint,Knell Prime Blueprint,丧钟 Prime 蓝图
knell_prime_receiver,Knell Prime Receiver,丧钟 Prime 枪机
knell_prime_set,Knell Prime Set,丧钟 Prime 一套
kogake_prime_blueprint,Kogake Prime Blueprint,科加基 Prime 蓝图
kogake_prime_boot,Kogake Prime Boot,科加基 Prime 靴子
kogake_prime_gauntlet,Kogake Prime Gauntlet,科加基 Prime 拳套
kogake_prime_set,Kogake Prime Set,科加基 Prime 一套
kompressa_prime_barrel,Kompressa Prime Barrel,卡帕压力枪 Prime 枪管
kompressa_prime_blueprint,Kompressa Prime Blueprint,卡帕压力枪 Prime 蓝图
kompressa_prime_reciever,Kompressa Prime Receiver,卡帕压力枪 Prime 枪机
kompressa_prime_set,Kompressa Prime Set,卡帕压力枪 Prime 一套
kriller,Kriller,磷虾杀手
kronen_prime_blade,Kronen Prime Blade,皇家拐刃 Prime 刀刃
kronen_prime_blueprint,Kronen Prime Blueprint,皇家拐刃 Prime 蓝图
kronen_prime_handle,Kronen Prime Handle,皇家拐刃 Prime 握柄
kronen_prime_set,Kronen Prime Set,皇家拐刃 Prime 一套
kuva_fortress_crevice_scene,Kuva Fortress Crevice Scene,赤毒要塞裂缝场景
kuva_throne_scene,Kuva Throne Scene,赤毒王座场景
kymaeros,Kymaeros,高额异鳍
laetum_blueprint,Laetum Blueprint,奏凯 蓝图
lapis_antitoxin,Lapis Antitoxin,天青石解毒剂
larkspur_prime_barrel,Larkspur Prime Barrel,翠雀 Prime 枪管
larkspur_prime_blueprint,Larkspur Prime Blueprint,翠雀 Prime 蓝图
larkspur_prime_receiver,Larkspur Prime Receiver,翠雀 Prime 枪机
larkspur_prime_set,Larkspur Prime Set,翠雀 Prime 一套
larkspur_prime_stock,Larkspur Prime Stock,翠雀 Prime 枪托
larva_burst,Larva Burst,幼体爆发
laser_sight,Laser Sight,雷射瞄具
lashing_coil,Lashing Coil,盘旋鞭笞
last_herald,Last Herald,终末使者
lasting_covenant,Lasting Covenant,持久圣约
lasting_purity,Lasting Purity,永恒纯净
lasting_sting,Lasting Sting,未完之刺
lato_vandal_barrel,Lato Vandal Barrel,拉托·破坏者 枪管
lato_vandal_blueprint,Lato Vandal Blueprint,拉托·破坏者 蓝图
lato_vandal_receiver,Lato Vandal Receiver,拉托·破坏者 枪机
lato_vandal_set,Lato Vandal Set,拉托·破坏者 一套
latron_prime_barrel,Latron Prime Barrel,拉特昂 Prime 枪管
latron_prime_blueprint,Latron Prime Blueprint,拉特昂 Prime 蓝图
latron_prime_receiver,Latron Prime Receiver,拉特昂 Prime 枪机
latron_prime_set,Latron Prime Set,拉特昂 Prime 一套
latron_prime_stock,Latron Prime Stock,拉特昂 Prime 枪托
latron_wraith_barrel,Latron Wraith Barrel,拉特昂·亡魂 枪管
latron_wraith_blueprint,Latron Wraith Blueprint,拉特昂·亡魂 蓝图
latron_wraith_receiver,Latron Wraith Receiver,拉特昂·亡魂 枪机
latron_wraith_set,Latron Wraith Set,拉特昂·亡魂 一套
latron_wraith_stock,Latron Wraith Stock,拉特昂·亡魂 枪托
lavos_playplace_scene,Lavo's Playplace Scene,Lavo 的游乐场场景
lavos_prime_blueprint,Lavos Prime Blueprint,Lavos Prime 蓝图
lavos_prime_chassis_blueprint,Lavos Prime Chassis Blueprint,Lavos Prime 机体 蓝图
lavos_prime_neuroptics_blueprint,Lavos Prime Neuroptics Blueprint,Lavos Prime 头部神经光元 蓝图
lavos_prime_set,Lavos Prime Set,Lavos Prime 一套
lavos_prime_systems_blueprint,Lavos Prime Systems Blueprint,Lavos Prime 系统 蓝图
leaded_gas,Leaded Gas,毒气铅弹
legendary_fusion_core,Legendary Fusion Core,传说核心
lethal_momentum,Lethal Momentum,致命动量
lethal_torrent,Lethal Torrent,致命洪流
lex_prime_barrel,Lex Prime Barrel,雷克斯 Prime 枪管
lex_prime_blueprint,Lex Prime Blueprint,雷克斯 Prime 蓝图
lex_prime_receiver,Lex Prime Receiver,雷克斯 Prime 枪机
lex_prime_set,Lex Prime Set,雷克斯 Prime 一套
lie_in_wait,Lie In Wait,埋伏射击
life_strike,Life Strike,生命打击
lightning_dash,Lightning Dash,电光冲刺
lightning_rod,Lightning Rod,避雷针
limbo_prime_blueprint,Limbo Prime Blueprint,Limbo Prime 蓝图
limbo_prime_chassis_blueprint,Limbo Prime Chassis Blueprint,Limbo Prime 机体 蓝图
limbo_prime_neuroptics_blueprint,Limbo Prime Neuroptics Blueprint,Limbo Prime 头部神经光元 蓝图
limbo_prime_set,Limbo Prime Set,Limbo Prime 一套
limbo_prime_systems_blueprint,Limbo Prime Systems Blueprint,Limbo Prime 系统 蓝图
lingering_torment,Lingering Torment,恒久折磨
link_fiber,Link Fiber,链接纤维
link_redirection,Link Redirection,链接蓄能
link_vitality,Link Vitality,链接生命力
lith_a1_relic,Lith A1 Relic,古纪 A1 遗物
lith_a2_relic,Lith A2 Relic,古纪 A2 遗物
lith_a3_relic,Lith A3 Relic,古纪 A3 遗物
lith_a4_relic,Lith A4 Relic,古纪 A4 遗物
lith_a5_relic,Lith A5 Relic,古纪 A5 遗物
lith_a6_relic,Lith A6 Relic,古纪 A6 遗物
lith_a7_relic,Lith A7 Relic,古纪 A7 遗物
lith_a8_relic,Lith A8 Relic,古纪 A8 遗物
lith_a9_relic,Lith A9 Relic,古纪 A9 遗物
lith_b1_relic,Lith B1 Relic,古纪 B1 遗物
lith_b10_relic,Lith B10 Relic,古纪 B10 遗物
lith_b11_relic,Lith B11 Relic,古纪 B11 遗物
lith_b2_relic,Lith B2 Relic,古纪 B2 遗物
lith_b3_relic,Lith B3 Relic,古纪 B3 遗物
lith_b4_relic,Lith B4 Relic,古纪 B4 遗物
lith_b5_relic,Lith B5 Relic,古纪 B5 遗物
lith_b6_relic,Lith B6 Relic,古纪 B6 遗物
lith_b7_relic,Lith B7 Relic,古纪 B7 遗物
lith_b8_relic,Lith B8 Relic,古纪 B8 遗物
lith_b9_relic,Lith B9 Relic,古纪 B9 遗物
lith_c1_relic,Lith C1 Relic,古纪 C1 遗物
lith_c10_relic,Lith C10 Relic,古纪 C10 遗物
lith_c11_relic,Lith C11 Relic,古纪 C11 遗物
lith_c12_relic,Lith C12 Relic,古纪 C12 遗物
lith_c2_relic,Lith C2 Relic,古纪 C2 遗物
lith_c3_relic,Lith C3 Relic,古纪 C3 遗物
lith_c4_relic,Lith C4 Relic,古纪 C4 遗物
lith_c5_relic,Lith C5 Relic,古纪 C5 遗物
lith_c6_relic,Lith C6 Relic,古纪 C6 遗物
lith_c7_relic,Lith C7 Relic,古纪 C7 遗物
lith_c8_relic,Lith C8 Relic,古纪 C8 遗物
lith_c9_relic,Lith C9 Relic,古纪 C9 遗物
lith_d1_relic,Lith D1 Relic,古纪 D1 遗物
lith_d2_relic,Lith D2 Relic,古纪 D2 遗物
lith_d3_relic,Lith D3 Relic,古纪 D3 遗物
lith_d4_relic,Lith D4 Relic,古纪 D4 遗物
lith_d5_relic,Lith D5 Relic,古纪 D5 遗物
lith_d6_relic,Lith D6 Relic,古纪 D6 遗物
lith_e1_relic,Lith E1 Relic,古纪 E1 遗物
lith_f1_relic,Lith F1 Relic,古纪 F1 遗物
lith_f2_relic,Lith F2 Relic,古纪 F2 遗物
lith_g1_relic,Lith G1 Relic,古纪 G1 遗物
lith_g10_relic,Lith G10 Relic,古纪 G10 遗物
lith_g11_relic,Lith G11 Relic,古纪 G11 遗物
lith_g12_relic,Lith G12 Relic,古纪 G12 遗物
lith_g13_relic,Lith G13 Relic,古纪 G13 遗物
lith_g2_relic,Lith G2 Relic,古纪 G2 遗物
lith_g3_relic,Lith G3 Relic,古纪 G3 遗物
lith_g4_relic,Lith G4 Relic,古纪 G4 遗物
lith_g5_relic,Lith G5 Relic,古纪 G5 遗物
lith_g6_relic,Lith G6 Relic,古纪 G6 遗物
lith_g7_relic,Lith G7 Relic,古纪 G7 遗物
lith_g8_relic,Lith G8 Relic,古纪 G8 遗物
lith_g9_relic,Lith G9 Relic,古纪 G9 遗物
lith_h1_relic,Lith H1 Relic,古纪 H1 遗物
lith_h10_relic,Lith H10 Relic,古纪 H10 遗物
lith_h2_relic,Lith H2 Relic,古纪 H2 遗物
lith_h3_relic,Lith H3 Relic,古纪 H3 遗物
lith_h4_relic,Lith H4 Relic,古纪 H4 遗物
lith_h5_relic,Lith H5 Relic,古纪 H5 遗物
lith_h6_relic,Lith H6 Relic,古纪 H6 遗物
lith_h7_relic,Lith H7 Relic,古纪 H7 遗物
lith_h8_relic,Lith H8 Relic,古纪 H8 遗物
lith_h9_relic,Lith H9 Relic,古纪 H9 遗物
lith_i1_relic,Lith I1 Relic,古纪 I1 遗物
lith_k1_relic,Lith K1 Relic,古纪 K1 遗物
lith_k10_relic,Lith K10 Relic,古纪 K10 遗物
lith_k11_relic,Lith K11 Relic,古纪 K11 遗物
lith_k2_relic,Lith K2 Relic,古纪 K2 遗物
lith_k3_relic,Lith K3 Relic,古纪 K3 遗物
lith_k4_relic,Lith K4 Relic,古纪 K4 遗物
lith_k5_relic,Lith K5 Relic,古纪 K5 遗物
lith_k6_relic,Lith K6 Relic,古纪 K6 遗物
lith_k7_relic,Lith K7 Relic,古纪 K7 遗物
lith_k8_relic,Lith K8 Relic,古纪 K8 遗物
lith_k9_relic,Lith K9 Relic,古纪 K9 遗物
lith_l1_relic,Lith L1 Relic,古纪 L1 遗物
lith_l2_relic,Lith L2 Relic,古纪 L2 遗物
lith_l3_relic,Lith L3 Relic,古纪 L3 遗物
lith_l4_relic,Lith L4 Relic,古纪 L4 遗物
lith_l5_relic,Lith L5 Relic,古纪 L5 遗物
lith_m1_relic,Lith M1 Relic,古纪 M1 遗物
lith_m10_relic,Lith M10 Relic,古纪 M10 遗物
lith_m2_relic,Lith M2 Relic,古纪 M2 遗物
lith_m3_relic,Lith M3 Relic,古纪 M3 遗物
lith_m4_relic,Lith M4 Relic,古纪 M4 遗物
lith_m5_relic,Lith M5 Relic,古纪 M5 遗物
lith_m6_relic,Lith M6 Relic,古纪 M6 遗物
lith_m7_relic,Lith M7 Relic,古纪 M7 遗物
lith_m8_relic,Lith M8 Relic,古纪 M8 遗物
lith_m9_relic,Lith M9 Relic,古纪 M9 遗物
lith_n1_relic,Lith N1 Relic,古纪 N1 遗物
lith_n10_relic,Lith N10 Relic,古纪 N10 遗物
lith_n11_relic,Lith N11 Relic,古纪 N11 遗物
lith_n12_relic,Lith N12 Relic,古纪 N12 遗物
lith_n13_relic,Lith N13 Relic,古纪 N13 遗物
lith_n14_relic,Lith N14 Relic,古纪 N14 遗物
lith_n15_relic,Lith N15 Relic,古纪 N15 遗物
lith_n16_relic,Lith N16 Relic,古纪 N16 遗物
lith_n2_relic,Lith N2 Relic,古纪 N2 遗物
lith_n3_relic,Lith N3 Relic,古纪 N3 遗物
lith_n4_relic,Lith N4 Relic,古纪 N4 遗物
lith_n5_relic,Lith N5 Relic,古纪 N5 遗物
lith_n6_relic,Lith N6 Relic,古纪 N6 遗物
lith_n7_relic,Lith N7 Relic,古纪 N7 遗物
lith_n8_relic,Lith N8 Relic,古纪 N8 遗物
lith_n9_relic,Lith N9 Relic,古纪 N9 遗物
lith_o1_relic,Lith O1 Relic,古纪 O1 遗物
lith_o2_relic,Lith O2 Relic,古纪 O2 遗物
lith_o3_relic,Lith O3 Relic,古纪 O3 遗物
lith_p1_relic,Lith P1 Relic,古纪 P1 遗物
lith_p2_relic,Lith P2 Relic,古纪 P2 遗物
lith_p3_relic,Lith P3 Relic,古纪 P3 遗物
lith_p4_relic,Lith P4 Relic,古纪 P4 遗物
lith_p5_relic,Lith P5 Relic,古纪 P5 遗物
lith_p6_relic,Lith P6 Relic,古纪 P6 遗物
lith_p7_relic,Lith P7 Relic,古纪 P7 遗物
lith_p8_relic,Lith P8 Relic,古纪 P8 遗物
lith_p9_relic,Lith P9 Relic,古纪 P9 遗物
lith_q1_relic,Lith Q1 Relic,古纪 Q1 遗物
lith_q2_relic,Lith Q2 Relic,古纪 Q2 遗物
lith_r1_relic,Lith R1 Relic,古纪 R1 遗物
lith_r2_relic,Lith R2 Relic,古纪 R2 遗物
lith_r3_relic,Lith R3 Relic,古纪 R3 遗物
lith_r4_relic,Lith R4 Relic,古纪 R4 遗物
lith_r5_relic,Lith R5 Relic,古纪 R5 遗物
lith_s1_relic,Lith S1 Relic,古纪 S1 遗物
lith_s10_relic,Lith S10 Relic,古纪 S10 遗物
lith_s11_relic,Lith S11 Relic,古纪 S11 遗物
lith_s12_relic,Lith S12 Relic,古纪 S12 遗物
lith_s13_relic,Lith S13 Relic,古纪 S13 遗物
lith_s14_relic,Lith S14 Relic,古纪 S14 遗物
lith_s15_relic,Lith S15 Relic,古纪 S15 遗物
lith_s16_relic,Lith S16 Relic,古纪 S16 遗物
lith_s17_relic,Lith S17 Relic,古纪 S17 遗物
lith_s2_relic,Lith S2 Relic,古纪 S2 遗物
lith_s3_relic,Lith S3 Relic,古纪 S3 遗物
lith_s4_relic,Lith S4 Relic,古纪 S4 遗物
lith_s5_relic,Lith S5 Relic,古纪 S5 遗物
lith_s6_relic,Lith S6 Relic,古纪 S6 遗物
lith_s7_relic,Lith S7 Relic,古纪 S7 遗物
lith_s8_relic,Lith S8 Relic,古纪 S8 遗物
lith_s9_relic,Lith S9 Relic,古纪 S9 遗物
